text,label
i would like to know the usd to aud conversion rate,exchange_rate
i need to know the dollar to peso conversion,exchange_rate
us dollars to uk,exchange_rate
exchange rate between mexico and us,exchange_rate
how many dollars is one mexican peso,exchange_rate
dollar to pesos exchange rate,exchange_rate
exchange rate to go from dollar to yen,exchange_rate
us and mexico exchange rate,exchange_rate
what is 2 francs in euros,exchange_rate
what's 10 pounds in dollars,exchange_rate
what is 56 dollars in yen,exchange_rate
what's 11 yen in pounds,exchange_rate
what's 10 euros in dollars,exchange_rate
how many swedish kroner do i get for a dollar,exchange_rate
how much is 10 us dollars in canadian dollars,exchange_rate
what is 50 dollars in euros,exchange_rate
what is the exchange rate for canadian dollars to us dollars,exchange_rate
what is the current exchange rate for the dollar and the yen,exchange_rate
"if i have 10 us dollars, how many pounds sterling is that",exchange_rate
"if i have 20,000 yen, how much is that in usd",exchange_rate
what's 50 euro in dollars,exchange_rate
how much is the euro in dollars,exchange_rate
what is the current exchange rate of yen to lira,exchange_rate
convert krugerrands to saudi riyal,exchange_rate
tell me the currency conversion rate from kurus to euros,exchange_rate
i need the exchange rate between pounds and us dollars,exchange_rate
what is the exchange rate between rubles and us dollars,exchange_rate
how many dollars can i exchange for 200 pounds,exchange_rate
how many euros can i exchange for 200 yen,exchange_rate
how many canadian dollars can i exchange for 200 yen,exchange_rate
how many dollars can i exchange for 200 yen,exchange_rate
how many dollars can i exchange for 200 euros,exchange_rate
what is the yen worth in terms of the peso,exchange_rate
how high is my credit limit for my old navy card,credit_limit
how high is my credit limit for my target card,credit_limit
what is the credit limit for my usaa card,credit_limit
how high is my credit limit for my childrens place card,credit_limit
how high is my credit limit for my walmart card,credit_limit
what is the credit limit for my bank of the west card,credit_limit
what is the credit limit for my chase card,credit_limit
how high is my credit limit for my navy federal card,credit_limit
what is the credit limit for my navy federal card,credit_limit
what is the credit limit for my bank of america card,credit_limit
what's my current spending limit,credit_limit
credit limit,credit_limit
what's the credit limit on my account,credit_limit
could you share what my current credit limit is,credit_limit
what's my current credit limit,credit_limit
what is the spending limit i have,credit_limit
what is the max on my credit limit,credit_limit
what is the limit on my credit,credit_limit
i need to know my spending limit on my visa,credit_limit
whats the max i can spend on my visa,credit_limit
how much can i max out on my visa,credit_limit
what's my visa limit,credit_limit
how much to i have left on my visa card limit,credit_limit
can you tell me the limit i currently have on my barclay card,credit_limit
what is my spending limit on my chase sapphire card,credit_limit
"how much can i spend, at most, on my chase freedom",credit_limit
what is the current credit limit i have on my wells fargo mastercard,credit_limit
how much am i allowed to spend on my discover card,credit_limit
what is my amex credit limit,credit_limit
tell me the credit on my mastercard,credit_limit
tell me the limit for credit on my mastercard,credit_limit
look up the credit limit for my visa,credit_limit
i need know my credit limit on my american express card,credit_limit
how can i check my credit card limit,credit_limit
what is my credit limit looking like,credit_limit
where can i go to find out my credit limit,credit_limit
what's the credit limit on my visa,credit_limit
tell me the limit on my discover card,credit_limit
what is the credit limit on my discover card,credit_limit
what's the limit on my american express card,credit_limit
tell me my visa's credit limit,credit_limit
what is my credit limit,credit_limit
how much is my credit limit,credit_limit
can you tell me my credit limit,credit_limit
the credit limit on my account is how much,credit_limit
what's my limit on my visa card,credit_limit
what's my visa card's credit limit,credit_limit
how much can i spend on my visa card,credit_limit
what's my visa card's limit,credit_limit
what's the credit limit on my visa card,credit_limit
will you tell me my spending limit,credit_limit
will you let me know what my spending limit is,credit_limit
would you tell me my spending limit,credit_limit
can you tell me my spending limit,credit_limit
tel me the credit limit for my credit card,credit_limit
i wanna know the limit on my credit card,credit_limit
please tell me my spending limit,credit_limit
tell me the credit limit on my mastercard,credit_limit
i would love to know my spending limit,credit_limit
i wish to know my credit limit for my credit card,credit_limit
let me know the credit limit for my credit card,credit_limit
how high is my balance on my discovery card,credit_limit
can you find my credit limit on my mastercard,credit_limit
what's my current limit on my mastercard,credit_limit
what's my current limit on my visa,credit_limit
what's the credit limit on my discovery card,credit_limit
what's my credit limit on my visa,credit_limit
how high of a credit limit do i have on my amex card,credit_limit
what can i put on my bank of america card,credit_limit
what's my limit on my amex card,credit_limit
please check my credit limit on my visa,credit_limit
report my credit limit,credit_limit
what credit limit do i have,credit_limit
how is that credit limit,credit_limit
how is my credit limit,credit_limit
what is my credit limit at,credit_limit
credit limit info,credit_limit
what is the credit limit,credit_limit
i want to know my spending limit,credit_limit
what is the max credit limit for my card,credit_limit
can you let me know what my credit limit is for my visa card,credit_limit
tell me the visa card credit limit,credit_limit
what is my visa card limit,credit_limit
do you know my credit limit for the visa card,credit_limit
i need to know what the visa card credit limit is,credit_limit
how high is my credit limit for my chase card,credit_limit
how high is my credit limit for my wells fargo card,credit_limit
how high is my credit limit for my american express card,credit_limit
how high is my credit limit for my citigroup card,credit_limit
how high is my credit limit for my bank of america card,credit_limit
what is my spending limit on my mastercard,credit_limit
how much it the credit limit on my visa card,credit_limit
what is the credit limit on my visa,credit_limit
what is my limit on my visa card,credit_limit
what is the spending limit on my visa,credit_limit
how much can i charge on my visa,credit_limit
how much can i spend wth my visa,credit_limit
can i please know the credit limit for my citibank card,credit_limit
please let me know the credit limit on my citibank card,credit_limit
i would like to know the credit limit for my citibank card,credit_limit
why is there a hold on my american saving bank account,account_blocked
i am nost sure why my account is blocked,account_blocked
why is there a hold on my capital one checking account,account_blocked
i think my account is blocked but i do not know the reason,account_blocked
can you tell me why is my bank account frozen,account_blocked
why is there a hold on my edward jones account,account_blocked
why am i locked out of my bank account,account_blocked
why in the world am i locked out of my bank account,account_blocked
what is the reason for frozen status on my bank account,account_blocked
check for why is my bank account frozen,account_blocked
i don't know the reason my account is blocked,account_blocked
find out for me why is my bank account frozen,account_blocked
can you find out why is my bank account frozen,account_blocked
why is there a hold on my discover account,account_blocked
tell me why am i locked out of my bank account,account_blocked
what is the reason i am locked out of my bank account,account_blocked
why is my account blocked,account_blocked
find out the reason why am i locked out of my bank account,account_blocked
i think my account is block but i am not sure why,account_blocked
why is there a hold on my charles swab account,account_blocked
my chase account has a hold why,account_blocked
what's the reason for a hold on my wells fargo account,account_blocked
can you find the reason for the block on my account,account_blocked
"there's a hold on my chase account, but why",account_blocked
tell me the reason there is a hold or block on my account,account_blocked
why does my credit union account have a hold on it,account_blocked
figure out why there is a block on my account please,account_blocked
why am i seeing a hold on my boa account,account_blocked
"my account has been blocked, but i have no idea why",account_blocked
why is there a block on my account,account_blocked
can you please unlock my bank account,account_blocked
please let me into my bank account,account_blocked
why cannot i take any money out from my bank account,account_blocked
what was the reason my bank account was frozen,account_blocked
who froze my bank account,account_blocked
who can i talk to right away about the current freeze on my account,account_blocked
my checking account has a hold on it and i need to know why,account_blocked
why is my bank account stopping all transactions from going through,account_blocked
i need to know why my bank account is blocking all of activity,account_blocked
can you find out what triggered a hold on my bank account,account_blocked
can i talk to someone about why there is a hold on my checking account,account_blocked
what caused a freeze to be put on my bank account,account_blocked
"my account has a hold on it and i can't access my funds, why",account_blocked
is there a reason that my bank account has a freeze on it,account_blocked
what would cause my bank account to be frozen,account_blocked
do you know why i can't log into my bank account,account_blocked
why can't i get into my account,account_blocked
did i do something to get my bank account frozen,account_blocked
was my bank account frozen for a specific reason,account_blocked
why are the funds in my bank account frozen,account_blocked
what would cause me to be locked out of my bank account,account_blocked
why am i unable to access my bank account,account_blocked
why is my bank account frozen,account_blocked
why would i have been locked out of my own account,account_blocked
can you explain to me why my bank account might be frozen,account_blocked
i am very confused about why or how my bank would lock me out of my account,account_blocked
why would the bank have frozen my account,account_blocked
do you know why the bank put a hold on my joint checking account,account_blocked
i don't understand why there is a hold on my retirement fund account,account_blocked
can you explain why there is a hold on my savings account,account_blocked
what's the deal with my bank account being locked,account_blocked
what reason could the bank have had for blocking my account,account_blocked
why would a hold have been placed on my checking account,account_blocked
why on earth would a block have been placed on my account,account_blocked
i'm confused about the reason for my bank account being frozen,account_blocked
i don't understand why i have been barred from accessing my own account,account_blocked
i don't understand why my bank account is frozen right now,account_blocked
how come i am being denied access to my bank account,account_blocked
do you know why my account appears to be blocked,account_blocked
i am confused because my account seems to have been blocked for no reason,account_blocked
i am very confused about the block that seems to have been placed on my account why is it there,account_blocked
how is it possible that my account has been frozen,account_blocked
how come a hold was placed on my 401k account,account_blocked
"could you please tell me, my wells fargo account, is there a hold and why",account_blocked
"i am unable to complete my order, why could there be a hold on my wells fargo account",account_blocked
"was a hold placed on my wells fargo account, and if so why",account_blocked
"in regards to my wells fargo account, why is there a hold",account_blocked
why was a hold placed on my wells fargo account,account_blocked
call my bank customer service number,account_blocked
why is my account locked,account_blocked
what's with the block on my bank account,account_blocked
why did my bank account freeze,account_blocked
why'd they put a freeze on my bank account,account_blocked
why is my bank account blocking me,account_blocked
why can't i access my bank account,account_blocked
i think my account is blocked,account_blocked
for what reason is my account blocked,account_blocked
can you tell me why there's a hold on my mutualone account,account_blocked
why don't i have access to my bank account,account_blocked
why isn't it letting me into my bank account,account_blocked
my capital one account has a hold; why,account_blocked
why does my visa account have a hold on it,account_blocked
why am i seeing a hold on my charles schwab account,account_blocked
tell me about the hold on my chase account,account_blocked
can you tell me why my bank account is frozen,account_blocked
do you know why my account is blocked,account_blocked
"help, my account is blocked",account_blocked
"help me please, my account is blocked",account_blocked
help me unblock my account,account_blocked
"my account is blocked, help me figure out why",account_blocked
i'm afraid this charge on my account is fraud,report_fraud
i think there's fraud on my account,report_fraud
i think i have fraud on my account from walmart,report_fraud
there's been some fraudulent activity on my card,report_fraud
i'm pretty sure this charge from sam's club is fraudulent,report_fraud
i'm pretty sure this charge is fraudulent,report_fraud
i need to report some fraudulent card activity,report_fraud
there are some questionable charges on my card,report_fraud
i think there's a fraudulent transaction on my account,report_fraud
there's a shady charge from comcast on my account,report_fraud
my account has a fraudulent transaction i think,report_fraud
can you help me with some fraudulent charges on my card,report_fraud
i think i've been the victim of fraud,report_fraud
i'd like to report a fraudulent charge from people's natural gas,report_fraud
this costco charge looks fraudulent,report_fraud
there's fraudulent transaction going on,report_fraud
i may have a fraudulent transaction,report_fraud
i suspect some suspicious activity,report_fraud
there seems to be fraudulent activity,report_fraud
i suspect fraudulent transaction,report_fraud
i need to report fraudulent activity on my card,report_fraud
i'm reporting fraudelent activity on my card,report_fraud
there has been fraudulent activity on my card and i need to report it,report_fraud
i need to make a report due to fraudulent activity on my card,report_fraud
due to fraudulent activity on my card i need to make a report,report_fraud
how do i report a fraudulent charge on my visa,report_fraud
how do i report fraud on my discover card,report_fraud
how do i let visa know about a charge i didn't make,report_fraud
help me tell visa about fraud on my account,report_fraud
how do i tell mastercard about a fraudulent charge,report_fraud
i have activity on my bank of america card i don't recognize,report_fraud
i think a thief used my card,report_fraud
i have suspicious charges on my discovery card,report_fraud
i believe there's fraud on my card,report_fraud
i need to report fraudulent activity on my mastercard,report_fraud
i think someone's using my visa card without my permission,report_fraud
i have transactions on my card that aren't mine,report_fraud
my card has purchases i don't recognize,report_fraud
someone misused my card and put fraudulent transactions on it,report_fraud
i have charges on my amex card i didn't make,report_fraud
"""disable my card account and contact company to report fraudulent activty",report_fraud
"""i need to report fraudulent activity to my card company",report_fraud
"""please contact my credit card company to report fraudulent activity on",report_fraud
it looks like someone made an unauthorized amazon purchase on my account,report_fraud
i think my chase account has been compromised and fraud committed,report_fraud
i may have had fraud committed on my account,report_fraud
i'm thinking someone may have used my card in a fraudulent way,report_fraud
there is a fraudulent charge for paypal on my bank account,report_fraud
i think the charge for uber on my account is fraudulent,report_fraud
looks like someone made an unauthorized charge to nike on my account,report_fraud
i think someone stole my card and used it,report_fraud
i think someone made an illegal charge to my card,report_fraud
my account is showing a charge to venmo that i did not make,report_fraud
i gotta report fraudulent activity on my credit card,report_fraud
so i made a fraudulent transaction,report_fraud
i have a fraudulent transaction from wal mart on my account right now,report_fraud
turns out i made a fraudulent transaction,report_fraud
report fraudulent activity on my debit card,report_fraud
i made a fraudulent transaction,report_fraud
i have a fraudulent transaction from wal mart showing on my account,report_fraud
i think i made a fraudulent transaction,report_fraud
i have a fraudulent transaction from wal mart on my account,report_fraud
i must report fraudulent activity on my debit,report_fraud
i have a fraudulent transaction from red robin on my account,report_fraud
report fraudulent activity on my credit card now,report_fraud
i have a fraudulent transaction from fry's on my account,report_fraud
i got to report fraudulent activity on my credit card,report_fraud
i'm afraid there is a false transaction on my account,report_fraud
i have detected fraudulent activity on my account,report_fraud
i see a fraudulent transaction from netflix on my account,report_fraud
i spotted a fraudulent transaction from microsoft on my account,report_fraud
i see a suspicious transaction in my account history,report_fraud
it seems someone conducted a fraudulent transaction on my account,report_fraud
i need help investigating a suspicious transaction,report_fraud
i need to report a fraudulent transaction from postmates on my account,report_fraud
help me figure out where this fraudulent transaction from google came from on my account,report_fraud
can you help me deal with this fraudulent transaction from verizon on my account,report_fraud
i believe there are fraudulent charges on my card how can i report them,report_fraud
i didn't make these purchases on my card; these are fraudulent charges i need to report them,report_fraud
how can i report fraudulent charges on my card,report_fraud
it seems that there's fraudulent activity on my card i'd like to file a report,report_fraud
i want to report fraudulent activity on my card,report_fraud
send information about suspicious credit card activity,report_fraud
please report information about activity on my credit card,report_fraud
send fraudulent activity information,report_fraud
please file a fraud report,report_fraud
report fraud on my card,report_fraud
"i want to report fraudulent activity on my visa card, please",report_fraud
"i need to report fraudulent activity on my visa card, please",report_fraud
i want to report fraudulent activity on my amex card,report_fraud
i want to report fraudulent activity on my visa card,report_fraud
"i want to report fraudulent activity on my amex card, please",report_fraud
i believe that there is some fraudulent activity on my capital one account,report_fraud
there is an unauthorized transaction on my bank of america checking,report_fraud
i see a purchase on my chase checking that i did not make,report_fraud
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account,report_fraud
i need to talk to someone about a transaction that was not made by me on my chase account,report_fraud
can you report credit card fraud for me,report_fraud
discover card reporting fraud,report_fraud
i need to know how to report fraud on my discover card,report_fraud
do a websearch for direct deposit set up,direct_deposit
search google for how to set up direct deposit,direct_deposit
info on setting up direct deposit,direct_deposit
info on direct deposit set-up,direct_deposit
tell me how to get my paycheck on direct deposit,direct_deposit
what are the steps for setting up direct deposit for my paycheck,direct_deposit
give me instructions to set up direct deposit for my paycheck,direct_deposit
"i want to set up direct deposit for my paycheck, what do i need to do",direct_deposit
how do i set up direct deposit for my paycheck,direct_deposit
i'd really like to set up a direct deposit for my paycheck,direct_deposit
i wanna set up a direct deposit for my paycheck,direct_deposit
i'd like to set up a direct deposit for my paycheck,direct_deposit
i would like to set up direct deposit,direct_deposit
set up direct deposit for me,direct_deposit
i need to set up a direct deposit for my paycheck,direct_deposit
set up a direct deposit,direct_deposit
i need to set up direct deposit,direct_deposit
i want to set direct deposit,direct_deposit
help me get my pay check deposited directly to my home checking account,direct_deposit
set my paycheck up for direct deposit,direct_deposit
i want my paycheck to go directly to my bank account,direct_deposit
set up direct deposit to my money market account for my pay check,direct_deposit
how do i get direct deposit for my paycheck,direct_deposit
what's the procedure to get direct deposit for my paycheck,direct_deposit
set up payroll direct deposit to my checking account,direct_deposit
make it so my paycheck goes directly into my savings account,direct_deposit
how can i have my paycheck directly deposited,direct_deposit
i need to get direct deposit on my bofa account,direct_deposit
what do i need to set up direct deposit,direct_deposit
what is needed for setting up direct deposit,direct_deposit
can you walk me through setting up direct deposit,direct_deposit
what is needed to set up direct deposit,direct_deposit
i need help to set up direct deposit,direct_deposit
would you help me set up direct deposit,direct_deposit
assist me to set up direct deposit,direct_deposit
tell me how to set up direct deposit,direct_deposit
tell me how to set up direct deposit for my paycheck,direct_deposit
how do i direct deposit my paycheck,direct_deposit
what do i do to have my paycheck deposited directly in my account,direct_deposit
how can i have my paycheck directly deposited in my account,direct_deposit
"i would like to set up a direct deposit, please tell me how",direct_deposit
how can i set up a direct deposit with my checking account,direct_deposit
can you tell me how to set up a direct deposit,direct_deposit
can you help me set up a direct depost,direct_deposit
how can i turn on direct deposit,direct_deposit
how can i set up direct deposits from my job to my bank,direct_deposit
what steps do i need to do to set up direct deposit,direct_deposit
i want to set up direct deposit what do i need to do,direct_deposit
what do i need to do to start direct deposit,direct_deposit
how do i go about setting up direct deposit,direct_deposit
how do i get direct deposit set up,direct_deposit
i'd like to know about setting up direct deposit,direct_deposit
can you tell me how to set up direct depost,direct_deposit
how do i get my check directly deposited,direct_deposit
direct deposit information,direct_deposit
how do i set up instant paycheck,direct_deposit
how do i direct deposit my check,direct_deposit
help me set up direct deposit to my bank of hawaii checking account,direct_deposit
can you show me how to set up direct deposit for my paycheck to my first hawaiian bank account,direct_deposit
i want to set up direct deposit to my first hawaiian bank account,direct_deposit
can you show me how to set up my paycheck to be direct deposit to my first hawaiian bank account,direct_deposit
how do i set up direct deposit to my bank of hawaii account,direct_deposit
help me set up a direct deposit,direct_deposit
how is a direct deposit set up,direct_deposit
how would i go about setting up a direct deposit,direct_deposit
i need to set up a direct deposit,direct_deposit
tell me how to set up a direct deposit,direct_deposit
onpay gives you two convenient ways to pay your employees,direct_deposit
can you help me set up direct deposit,direct_deposit
i need some guidance when it comes to direct deposit,direct_deposit
i want to switch to direct deposit,direct_deposit
how can i set up direct deposit,direct_deposit
what are the steps to direct deposit my check,direct_deposit
is there a specific way to set up direct deposit,direct_deposit
how do i arrange a direct deposit into my savings account,direct_deposit
how do you set up direct deposit,direct_deposit
"can you teach me how to set up direct deposit, or show me who can",direct_deposit
can you show me how to set up direct deposit,direct_deposit
"if i would like to set up direct deposit, how do i do it",direct_deposit
direct deposit instructions,direct_deposit
help setting up direct deposit,direct_deposit
please help me set up direct deposit,direct_deposit
what are the steps for setting up direct deposit,direct_deposit
how does one go about setting up direct deposit,direct_deposit
how to set up direct deposit for paychecks,direct_deposit
what's needed to direct deposit my paycheck,direct_deposit
what is required to direct deposit my paycheck,direct_deposit
how to direct deposit my paycheck,direct_deposit
i need to get my paycheck direct deposited to my chase account,direct_deposit
i'd like to have my paycheck direct deposited to my chase account,direct_deposit
what are the steps to set up direct deposit to my chase account,direct_deposit
how do i get my paycheck direct deposited to my chase account,direct_deposit
how do i set up direct deposit to my chase account,direct_deposit
what do i do to enable direct deposit,direct_deposit
can i get paychecks directly deposited to my bank of america account,direct_deposit
i have a great western bank account i want direct deposits to go to,direct_deposit
i'd like my paychecks direct deposited in my navyfed checking account,direct_deposit
can you walk me through setting up direct deposits to my bank of internet savings account,direct_deposit
how do i get paychecks put directly in my sunflower savings account,direct_deposit
let me set up direct deposit for this,direct_deposit
i want to know my interest rate,interest_rate
tell me my interest rate,interest_rate
what interest rate am i paying,interest_rate
my interest rate please,interest_rate
how do i know the interest rate for my signature account,interest_rate
how can i figure out my interest rate for my umpqua account,interest_rate
how can i find my interest rate for my alliance account,interest_rate
how can i figure out the interest rate for my columbia account,interest_rate
how can i find the interest rate for my red river account,interest_rate
what is the rate of interest on my savings account,interest_rate
how much interest am i getting on my savings,interest_rate
check the interest rate on my savings account,interest_rate
tell me my current savings account's interest rate,interest_rate
what's the interest rate on my savings,interest_rate
what is my interest rate payment,interest_rate
how do i figure out my intetest rate,interest_rate
how to calculate my interest rate,interest_rate
what is my intetest rate,interest_rate
i must find the interest rate for my checking account,interest_rate
i gotta find the interest rate for my checking account,interest_rate
i would love to know the interest rate on my bank of america cd account,interest_rate
i need to know the interest rate on my bank of america cd account,interest_rate
what is the interest rate on my bank of america cd account,interest_rate
i have to find the interest rate for my checking account,interest_rate
i must know the interest rate on my bank of america cd account,interest_rate
i really need to find the interest rate for my checking account,interest_rate
i need to find the interest rate for my checking account,interest_rate
i wanna know the interest rate on my bank of america cd account,interest_rate
what is the interest rate i am receiving from the start of the year,interest_rate
what's the interest rate i have from illinois national,interest_rate
can you tell me what my interest rate from first federal is,interest_rate
"x has given me an interest rate, what is it",interest_rate
what's my interest rate from january,interest_rate
i need the interest rate on my capital one account,interest_rate
could you help me find the interest on my chase account,interest_rate
i need help finding the apr on my aspire loan,interest_rate
"hi, can you tell me the interest on my ira",interest_rate
can you help me find the interest rate for my sba account,interest_rate
where do i go to view the interest rate on my brighton account,interest_rate
what do i need to do to look up my 1st republic account's interest rate,interest_rate
tell me how to locate the interest rate for my jonah account,interest_rate
what is the interest rate on my scotiabank account,interest_rate
please tell me what i can expect my bank of america interest rate to be,interest_rate
"if i'm using citibank, what is the interest rate",interest_rate
what is the interest rate at chase,interest_rate
what would the interest rate at wells fargo be,interest_rate
i would like to know my chase interest rate,interest_rate
what is my current interest rate,interest_rate
what is my annual percentage rate,interest_rate
do you know what the interest rate is on my account,interest_rate
how percentage am i earning annually on my account,interest_rate
what interest rate will i get from city national,interest_rate
what interest rate will regions give me,interest_rate
what is the best interest rate i can get from now on,interest_rate
what is the interest rate i can get from the beginning of next year,interest_rate
is there any info on my savings interest rate online,interest_rate
is my savings interest rate too high,interest_rate
i need to know my interest rate,interest_rate
can i find out my checking interest rate online,interest_rate
is my savings interest rate too low,interest_rate
what is my interest rate for chase bank,interest_rate
how are the interest rates at chase bank,interest_rate
what is my credit card interest rate,interest_rate
i want to know td banks interest rates,interest_rate
how's my interest rate,interest_rate
does my checking interest rate seem low,interest_rate
what's the interest rate for my checking account,interest_rate
what's td bank's interest rate,interest_rate
can you tell me my current interest rate,interest_rate
let me know what my interest rate is,interest_rate
could you tell me my interest rate,interest_rate
"what's my current interest rate, if you could look",interest_rate
what's my interest rate,interest_rate
what interest rate am i getting,interest_rate
could you find my interest rate for me,interest_rate
what interest rate am i getting from onewest bank,interest_rate
what interest rate am i getting from citigroup,interest_rate
what interest rate am i getting from chase,interest_rate
will you tell me the interest rate,interest_rate
can you tell me the interest rate,interest_rate
will you tell me my interest rate,interest_rate
would you tell me the interest rate,interest_rate
how much is the interest rate for the account i have at bluebird,interest_rate
how do i know what interest rate chase has,interest_rate
let me know my ally interest rate,interest_rate
on my chase bank account what is the interest rate,interest_rate
i need to know my b of a interest rate,interest_rate
can you tell me my interest rate,interest_rate
find my interest rate,interest_rate
what is my interest rate,interest_rate
help me determine my interest rate,interest_rate
what is the interest rate on my charles schwab checking account,interest_rate
what is the interest rate on my chase slate credit card,interest_rate
what is the interest rate on my barclay card arrival credit card,interest_rate
what is the interest rate on my capital one credit card,interest_rate
what is the interest rate on my bank of america credit card,interest_rate
i need to know the interest rate that applies to my personal loan,interest_rate
please tell me my current interest rate for my home equity line of credit,interest_rate
what is the interest rate on my money market account,interest_rate
can you please tell me the interest rate for cash advances on my visa,interest_rate
can you see if i can get a higher limit on my discovery card,credit_limit_change
can my credit limit on my discovery card go up,credit_limit_change
may i have a higher limit on my mastercard,credit_limit_change
can i get a higher credit limit on my amex card,credit_limit_change
is there a way to get a larger limit on my bank of america card,credit_limit_change
what's the possibility of getting a credit limit increase on my visa,credit_limit_change
is it possible to increase my credit limit to 1000 dollars,credit_limit_change
is it possible to have a higher limit on my visa,credit_limit_change
can i get a higher limit on my american express card,credit_limit_change
i'd like to increase my credit spending limit to 500 dollars,credit_limit_change
am i allowed to increase the credit limit on my mastercard,credit_limit_change
is it possible to get a credit limit increase to 3000,credit_limit_change
i'd like to increase my credit limit up to four thousand,credit_limit_change
can i increase my credit limit from 1000 to 2000 please,credit_limit_change
is it possible to increase the limit on my visa,credit_limit_change
should i increase my credit limitfor cardx,credit_limit_change
can i have my credit limit changed,credit_limit_change
credit limit change,credit_limit_change
please change credit,credit_limit_change
please change the credit limit,credit_limit_change
i want my credit limit changed,credit_limit_change
can i get a credit increase for my visa,credit_limit_change
can i get a higher limit on my visa card,credit_limit_change
can my limit be increased for my visa,credit_limit_change
can you increase how much i can spend on my visa,credit_limit_change
will you allow more spending on my visa,credit_limit_change
is it possible to increase my visa card limit,credit_limit_change
is the limit on my visa card able to be increased,credit_limit_change
is there a way to increase the limit on my visa card,credit_limit_change
am i able to increase the limit on my visa card,credit_limit_change
how do i increase the limit on my visa card,credit_limit_change
can you increase my credit limit,credit_limit_change
can you change my credit limit,credit_limit_change
can you change the limit on my credit please,credit_limit_change
i need to increase my credit limit,credit_limit_change
"change my credit limit, please",credit_limit_change
help me change my credit limit,credit_limit_change
what do i do to change my credit limit,credit_limit_change
get my credit limit changed,credit_limit_change
i want to change my credit limit,credit_limit_change
please help me increase my mastercard credit card limit,credit_limit_change
"i need to increase my credit limit for my visa credit card, can you assist me",credit_limit_change
"i would like to increase my bank of america credit limit, can you help me",credit_limit_change
is there a way to increase the credit limit on my american express card,credit_limit_change
how can i increase my aa credit card limit,credit_limit_change
would it be possible to increase my chase card's limit,credit_limit_change
how do i raise the limit on my visa card,credit_limit_change
how would i raise my credit spending by 250 dollars,credit_limit_change
can i raise the limit to 500 dollars,credit_limit_change
can i get a credit limit raise on my credit card,credit_limit_change
how would i raise my credit spending by 2500 dollars,credit_limit_change
would i be able to increase my available credit by 600 dollars,credit_limit_change
i need a credit raise by 1000 dollars,credit_limit_change
is there a way to raise my mastercard credit,credit_limit_change
how would i go about raising my gold card limit,credit_limit_change
"please increase my credit limit to $9,000",credit_limit_change
how do i request a credit limit increase on my visa,credit_limit_change
"is it possible to get a new credit limit of $10,000",credit_limit_change
is it possible to increase the credit limit on my mastercard,credit_limit_change
"can you increase my credit limit to $7,500",credit_limit_change
"can i raise my credit limit to $12,000",credit_limit_change
tell me if i can get a higher limit on my visa,credit_limit_change
"can i get my credit limit increased to $15,000",credit_limit_change
how do increase the credit limit on my visa card,credit_limit_change
can i get a higher credit limit on my american express,credit_limit_change
can i increase the credit limit for my usaa card,credit_limit_change
can i increase the credit limit on my kohls card,credit_limit_change
can i increase the credit limit for my navy federal card,credit_limit_change
can i increase my credit limit to 500 dollars,credit_limit_change
can i increase the credit limit on my target card,credit_limit_change
can i increase the credit limit for my bank of the west card,credit_limit_change
can i increase my credit limit to 700 dollars,credit_limit_change
can i increase the credit limit on my maurices card,credit_limit_change
can i increase the credit limit on my old navy card,credit_limit_change
can i increase my credit limit to 800 dollars,credit_limit_change
can i increase my credit limit to 1200 dollars,credit_limit_change
can i increase the credit limit for my chase card,credit_limit_change
can i increase the credit limit for my bank of america card,credit_limit_change
can i increase my credit limit to 1100 dollars,credit_limit_change
can i increase the credit limit on my walmart card,credit_limit_change
can you increase my credit limit to one thousand dollars,credit_limit_change
can my credit limit be increased to one thousand dollars,credit_limit_change
tell me if my credit limit can be increased to one thousand dollars,credit_limit_change
please see if you can increase my credit limit to one thousand dollars,credit_limit_change
"i want to increase my credit limit to $1000, if possible",credit_limit_change
can i increase thencrdeit limit for my chase visa card,credit_limit_change
can i increase the credit limit for my american express card,credit_limit_change
can i increase the credit limit for my western union credit card,credit_limit_change
can i increase the credit limit for my wells fargo credit card,credit_limit_change
can i increase the credit limit for my visa platinum card,credit_limit_change
is it possible to increase the credit limit for my discover card,credit_limit_change
is it possible to raise the credit limit for my discover card,credit_limit_change
can i raise the credit limit for my discover card,credit_limit_change
will they let me up my credit limit to $1000,credit_limit_change
will i be able to increase my credit limit to $1000,credit_limit_change
can i up my credit limit to $1000,credit_limit_change
am i allowed to increase my credit limit to $1000,credit_limit_change
is it possible to increase my credit limit to $1000,credit_limit_change
can i get more money on my discover card,credit_limit_change
help increasing credit on discover card,credit_limit_change
the bill for water and electricity is how much,bill_balance
what's my bill for water and electricity,bill_balance
"for my water and electricity, how much is the bill",bill_balance
how much is the bill for my water and electricity,bill_balance
my water and electricity bill is how much,bill_balance
what is the total amount that i owe to sony and verizon,bill_balance
please tell me how much i owe sprint and how much i owe hsn,bill_balance
tell me how much my verizon and comcast bill come to together,bill_balance
how much in total do i need to pay cox and at&t,bill_balance
please let me know how much my bills for comcast and sprint total,bill_balance
what do my bills add up to,bill_balance
how much do i owe in bills,bill_balance
what's the balance on my bills,bill_balance
read my bill balances,bill_balance
how much are my bills,bill_balance
find out what my water bill costs please,bill_balance
how much is my electricity bill costing me,bill_balance
find out the cost of my bill payments,bill_balance
let me know the amounts i owe for my utilities and tuition bills,bill_balance
